S0 	 S1 	 S2 	 V1 	 V2 	 E0 	 E1 	 E2 	 I0 	 I1 	 I2 	 ICU0 	 ICU1 	 ICU2 	 D 	 R0 	 R1 	 R2 	 h 	 f1 	 f2 (first line is initial values + initially vaccianted)
18081183.731921 	 64443.933176 	 31134.395282 	 62221.994751 	 16921.940664 	 18077.250850 	 128.859832 	 124.510493 	 44258.096908 	 315.484415 	 304.836034 	 37.846656 	 0.000000 	 0.000000 	 0.000000 	 2024622.932424 	 78876.026439 	 107348.160158 	 0.000000 	 361820.664368 	 177804.836848
18081183.731921 	 64443.933176 	 31134.395282 	 62221.994751 	 16921.940664 	 18077.250850 	 128.859832 	 124.510493 	 44258.096908 	 315.484415 	 304.836034 	 37.846656 	 0.000000 	 0.000000 	 0.000000 	 2024622.932424 	 78876.026439 	 107348.160158 	 0.000000 	 12833.720824 	 4934.737339
18077977.019193 	 64885.234823 	 31374.394767 	 62750.730662 	 16881.669634 	 18071.503477 	 126.513335 	 119.947042 	 44280.059076 	 315.573699 	 304.855424 	 38.133204 	 0.007982 	 0.004877 	 0.183978 	 2025249.321932 	 79485.768850 	 108139.078046 	 0.000000 	 12833.720824 	 4934.737339
18074770.220865 	 65326.725148 	 31614.381697 	 63279.325905 	 16841.188363 	 18066.257305 	 124.302221 	 115.618347 	 44301.314242 	 315.548527 	 304.654452 	 38.409381 	 0.015651 	 0.009562 	 0.368473 	 2025876.040235 	 80095.413430 	 108930.206195 	 0.000000 	 12833.720824 	 4934.737339
18071563.424102 	 65768.400381 	 31854.356210 	 63807.780736 	 16800.500997 	 18061.402672 	 122.219516 	 111.512821 	 44321.898448 	 315.417692 	 304.248810 	 38.675565 	 0.023018 	 0.014058 	 0.553467 	 2026503.073138 	 80704.962064 	 109721.536306 	 0.000000 	 12833.720824 	 4934.737339
18068356.710342 	 66210.256850 	 32094.318441 	 64336.095393 	 16759.611564 	 18056.840859 	 120.258605 	 107.619443 	 44341.841865 	 315.189477 	 303.653324 	 38.932122 	 0.030091 	 0.018369 	 0.738942 	 2027130.407118 	 81314.416703 	 110513.060490 	 0.000000 	 12833.720824 	 4934.737339
18065141.175755 	 66652.257839 	 32334.252446 	 64864.237880 	 16718.515676 	 18061.484091 	 118.454599 	 103.943791 	 44361.180690 	 314.871735 	 302.882013 	 39.179405 	 0.036880 	 0.022501 	 0.924880 	 2027758.029222 	 81923.779345 	 111304.771253 	 0.000001 	 12833.720824 	 4934.737339
18061755.236287 	 67093.797641 	 32573.866463 	 65391.633668 	 16677.069034 	 18232.643870 	 117.527342 	 100.757810 	 44384.749650 	 314.493981 	 301.956698 	 39.417821 	 0.043394 	 0.026457 	 1.111269 	 2028385.959750 	 82533.047322 	 112096.661543 	 0.000011 	 12833.720824 	 4934.737339
18058369.443180 	 67535.496695 	 32813.463447 	 65918.899316 	 16635.434404 	 18395.458612 	 116.669305 	 97.741420 	 44416.114917 	 314.079616 	 300.896282 	 39.647991 	 0.049642 	 0.030242 	 1.298113 	 2029014.332557 	 83142.219409 	 112888.724852 	 0.000021 	 12833.720824 	 4934.737339
18054983.692924 	 67977.351028 	 33053.043202 	 66446.034374 	 16593.615263 	 18550.436704 	 115.877591 	 94.886537 	 44454.721768 	 313.632718 	 299.711634 	 39.870537 	 0.055634 	 0.033860 	 1.485421 	 2029643.297238 	 83751.298541 	 113680.955025 	 0.000031 	 12833.720824 	 4934.737339
18051597.889485 	 68419.356779 	 33292.605542 	 66973.038403 	 16551.615003 	 18698.054446 	 115.149416 	 92.185464 	 44500.050826 	 313.157145 	 298.413015 	 40.086038 	 0.061380 	 0.037317 	 1.673200 	 2030272.992679 	 84360.287649 	 114473.346214 	 0.000041 	 12833.720824 	 4934.737339
18048197.196108 	 68861.453916 	 33532.122887 	 67499.855900 	 16509.423450 	 18853.524004 	 114.551674 	 89.658190 	 44551.652743 	 312.656717 	 297.010181 	 40.295030 	 0.066889 	 0.040617 	 1.861456 	 2030903.547756 	 84969.189622 	 115265.892861 	 0.000052 	 12833.720824 	 4934.737339
18044663.487579 	 69303.183398 	 33771.373558 	 68026.050154 	 16466.937170 	 19131.464067 	 114.621669 	 87.510123 	 44613.327112 	 312.154957 	 295.520165 	 40.498072 	 0.072168 	 0.043764 	 2.050201 	 2031535.112891 	 85578.003199 	 116058.589754 	 0.000070 	 12833.720824 	 4934.737339
18041129.237256 	 69745.043401 	 34010.601853 	 68552.119396 	 16424.281526 	 19396.532595 	 114.718831 	 85.484285 	 44687.215240 	 311.667352 	 293.956423 	 40.695868 	 0.077228 	 0.046763 	 2.239457 	 2032167.921511 	 86186.728913 	 116851.432101 	 0.000088 	 12833.720824 	 4934.737339
