S0 	 S1 	 S2 	 V1 	 V2 	 E0 	 E1 	 E2 	 I0 	 I1 	 I2 	 ICU0 	 ICU1 	 ICU2 	 D 	 R0 	 R1 	 R2 	 h 	 f1 	 f2 (first line is initial values + initially vaccianted)
18081183.731921 	 64443.933176 	 31134.395282 	 62221.994751 	 16921.940664 	 18077.250850 	 128.859832 	 124.510493 	 44258.096908 	 315.484415 	 304.836034 	 37.846656 	 0.000000 	 0.000000 	 0.000000 	 2024622.932424 	 78876.026439 	 107348.160158 	 0.000000 	 361820.664368 	 177804.836848
18081183.731921 	 64443.933176 	 31134.395282 	 62221.994751 	 16921.940664 	 18077.250850 	 128.859832 	 124.510493 	 44258.096908 	 315.484415 	 304.836034 	 37.846656 	 0.000000 	 0.000000 	 0.000000 	 2024622.932424 	 78876.026439 	 107348.160158 	 0.000000 	 12833.720824 	 4934.737339
18077977.019193 	 64885.234823 	 31374.394767 	 62750.730662 	 16881.669634 	 18071.503477 	 126.513335 	 119.947042 	 44280.059076 	 315.573699 	 304.855424 	 38.133204 	 0.007982 	 0.004877 	 0.183978 	 2025249.321932 	 79485.768850 	 108139.078046 	 0.000000 	 12833.720824 	 4934.737339
18074770.220865 	 65326.725148 	 31614.381697 	 63279.325905 	 16841.188363 	 18066.257305 	 124.302221 	 115.618347 	 44301.314242 	 315.548527 	 304.654452 	 38.409381 	 0.015651 	 0.009562 	 0.368473 	 2025876.040235 	 80095.413430 	 108930.206195 	 0.000000 	 12833.720824 	 4934.737339
18071563.424102 	 65768.400381 	 31854.356210 	 63807.780736 	 16800.500997 	 18061.402672 	 122.219516 	 111.512821 	 44321.898448 	 315.417692 	 304.248810 	 38.675565 	 0.023018 	 0.014058 	 0.553467 	 2026503.073138 	 80704.962064 	 109721.536306 	 0.000000 	 12833.720824 	 4934.737339
18068356.710342 	 66210.256850 	 32094.318441 	 64336.095393 	 16759.611564 	 18056.840859 	 120.258605 	 107.619443 	 44341.841865 	 315.189477 	 303.653324 	 38.932122 	 0.030091 	 0.018369 	 0.738942 	 2027130.407118 	 81314.416703 	 110513.060490 	 0.000000 	 12833.720824 	 4934.737339
18065155.338927 	 66652.310099 	 32334.277797 	 64864.288693 	 16718.528779 	 18047.287823 	 118.389326 	 103.918477 	 44361.162943 	 314.871653 	 302.881981 	 39.179405 	 0.036880 	 0.022501 	 0.924880 	 2027758.029220 	 81923.779363 	 111304.771253 	 -0.000000 	 12833.720824 	 4934.737339
18062052.683611 	 67094.904221 	 32574.402868 	 65392.692562 	 16677.341940 	 17941.822671 	 116.186822 	 100.237257 	 44377.103128 	 314.458766 	 301.943029 	 39.417713 	 0.043393 	 0.026457 	 1.111261 	 2028385.908029 	 82533.054841 	 112096.661430 	 -0.000006 	 12833.720824 	 4934.737339
18058950.383161 	 67537.675644 	 32814.518936 	 65920.951335 	 16635.962926 	 17841.286617 	 114.108405 	 96.745646 	 44387.630280 	 313.948213 	 300.845234 	 39.647203 	 0.049640 	 0.030241 	 1.298057 	 2029013.947189 	 83142.247171 	 112888.724104 	 -0.000011 	 12833.720824 	 4934.737339
18055848.568408 	 67980.621330 	 33054.626242 	 66449.065451 	 16594.395397 	 17745.311245 	 112.147420 	 93.434158 	 44393.086326 	 313.347903 	 299.600889 	 39.868014 	 0.055627 	 0.033858 	 1.485239 	 2029642.041757 	 83751.358052 	 113680.952683 	 -0.000017 	 12833.720824 	 4934.737339
18052747.361415 	 68423.738311 	 33294.725024 	 66977.035332 	 16552.642913 	 17653.554660 	 110.297572 	 90.293786 	 44393.788855 	 312.665269 	 298.221587 	 40.080287 	 0.061364 	 0.037313 	 1.672778 	 2030270.093388 	 84360.389238 	 114473.340907 	 -0.000023 	 12833.720824 	 4934.737339
18049652.090971 	 68867.043590 	 33534.825196 	 67504.880854 	 16510.713701 	 17560.478287 	 108.528298 	 87.306305 	 44390.019804 	 311.907233 	 296.718233 	 40.284175 	 0.066857 	 0.040609 	 1.860647 	 2030898.009861 	 84969.342551 	 115265.882827 	 -0.000029 	 12833.720824 	 4934.737339
18046604.562496 	 69310.695209 	 33775.005224 	 68032.756520 	 16468.648806 	 17425.446716 	 106.643248 	 84.388557 	 44380.549338 	 311.073255 	 295.098337 	 40.479810 	 0.072114 	 0.043750 	 2.048820 	 2031525.693709 	 85578.221320 	 116058.572767 	 -0.000038 	 12833.720824 	 4934.737339
