S0 	 S1 	 S2 	 V1 	 V2 	 E0 	 E1 	 E2 	 I0 	 I1 	 I2 	 ICU0 	 ICU1 	 ICU2 	 D 	 R0 	 R1 	 R2 	 h 	 f1 	 f2 (first line is initial values + initially vaccianted)
13648536.262958 	 9194.446578 	 4442.055599 	 8874.225586 	 2413.441089 	 13598.101449 	 18.320942 	 17.702564 	 33291.903548 	 44.854719 	 43.340761 	 4.730832 	 0.000000 	 0.000000 	 0.000000 	 1522965.425463 	 11246.362473 	 15308.825439 	 0.000000 	 51603.588249 	 25358.882156
13648536.262958 	 9194.446578 	 4442.055599 	 8874.225586 	 2413.441089 	 13598.101449 	 18.320942 	 17.702564 	 33291.903548 	 44.854719 	 43.340761 	 4.730832 	 0.000000 	 0.000000 	 0.000000 	 1522965.425463 	 11246.362473 	 15308.825439 	 0.000000 	 1830.370983 	 703.802129
13647636.494431 	 9257.480650 	 4476.332022 	 8949.732088 	 2407.714807 	 13489.037660 	 17.899573 	 17.020135 	 33305.796606 	 44.865217 	 43.342672 	 4.636731 	 0.000078 	 0.000048 	 0.018546 	 1523594.738593 	 11333.274711 	 15421.615433 	 0.000000 	 1830.370983 	 703.802129
13646736.570221 	 9320.541818 	 4510.606944 	 9025.219459 	 2401.958851 	 13385.463351 	 17.501255 	 16.372445 	 33314.153146 	 44.855236 	 43.311639 	 4.546351 	 0.000153 	 0.000093 	 0.036994 	 1524224.254114 	 11420.172919 	 15534.435009 	 0.000000 	 1830.370983 	 703.802129
13645836.562501 	 9383.629556 	 4544.880385 	 9100.687744 	 2396.173812 	 13287.040380 	 17.124804 	 15.757780 	 33317.346058 	 44.826295 	 43.249992 	 4.459530 	 0.000225 	 0.000137 	 0.055346 	 1524853.865218 	 11507.057277 	 15647.282960 	 0.000000 	 1830.370983 	 703.802129
13644936.538645 	 9446.743347 	 4579.152369 	 9176.136987 	 2390.360259 	 13193.451772 	 16.769097 	 15.174505 	 33315.724642 	 44.779821 	 43.159931 	 4.376116 	 0.000294 	 0.000179 	 0.073604 	 1525483.472314 	 11593.927980 	 15760.158136 	 0.000000 	 1830.370983 	 703.802129
13644039.850308 	 9509.884982 	 4613.424028 	 9251.569460 	 2384.519325 	 13101.113501 	 16.430208 	 14.619961 	 33309.611979 	 44.717161 	 43.043531 	 4.295962 	 0.000360 	 0.000220 	 0.091769 	 1526112.982565 	 11680.785234 	 15873.059447 	 -0.000000 	 1830.370983 	 703.802129
13643205.755748 	 9573.095632 	 4647.715574 	 9327.024951 	 2378.661791 	 12952.277517 	 16.056921 	 14.073171 	 33297.556512 	 44.638048 	 42.902160 	 4.218926 	 0.000423 	 0.000258 	 0.109844 	 1526742.297091 	 11767.629583 	 15985.985850 	 -0.000005 	 1830.370983 	 703.802129
13642371.854248 	 9636.331641 	 4682.006065 	 9402.460857 	 2372.777181 	 12810.529719 	 15.703773 	 13.554230 	 33278.549621 	 44.542539 	 42.737225 	 4.144868 	 0.000484 	 0.000295 	 0.127828 	 1527371.281600 	 11854.461484 	 16098.936343 	 -0.000010 	 1830.370983 	 703.802129
13641538.237435 	 9699.592575 	 4716.295536 	 9477.877248 	 2366.866012 	 12675.434990 	 15.369700 	 13.061748 	 33253.068919 	 44.431928 	 42.550536 	 4.073652 	 0.000542 	 0.000330 	 0.145723 	 1527999.802035 	 11941.281118 	 16211.909971 	 -0.000014 	 1830.370983 	 703.802129
