S0 	 S1 	 S2 	 V1 	 V2 	 E0 	 E1 	 E2 	 I0 	 I1 	 I2 	 ICU0 	 ICU1 	 ICU2 	 D 	 R0 	 R1 	 R2 	 h 	 f1 	 f2 (first line is initial values + initially vaccianted)
6554319.917009 	 26309.643423 	 12710.813845 	 25407.431489 	 6909.824248 	 6557.300633 	 52.643217 	 50.866377 	 16054.080860 	 128.885116 	 124.534924 	 931.973899 	 0.000000 	 0.000000 	 0.000000 	 734407.092455 	 32205.598755 	 43829.393749 	 0.000000 	 147744.118103 	 72603.975952
6554319.917009 	 26309.643423 	 12710.813845 	 25407.431489 	 6909.824248 	 6557.300633 	 52.643217 	 50.866377 	 16054.080860 	 128.885116 	 124.534924 	 931.973899 	 0.000000 	 0.000000 	 0.000000 	 734407.092455 	 32205.598755 	 43829.393749 	 0.000000 	 5240.460128 	 2015.027023
6553167.869006 	 26490.297100 	 12809.033598 	 25623.771474 	 6893.504551 	 6441.439523 	 51.108074 	 48.781137 	 16059.198282 	 128.907165 	 124.537320 	 928.753416 	 0.087640 	 0.053555 	 8.280309 	 734617.585895 	 32454.498550 	 44152.293405 	 0.000000 	 5240.460128 	 2015.027023
6552015.859830 	 26671.029339 	 12907.250126 	 25840.060467 	 6877.100821 	 6331.240833 	 49.653103 	 46.800719 	 16058.620720 	 128.854823 	 124.439086 	 925.606103 	 0.173344 	 0.105912 	 16.549221 	 734828.018924 	 32703.359032 	 44475.277597 	 0.000000 	 5240.460128 	 2015.027023
6550863.948255 	 26851.838746 	 13005.463545 	 26056.298704 	 6860.614752 	 6226.370864 	 48.274101 	 44.919899 	 16052.732877 	 128.733428 	 124.247275 	 922.524439 	 0.257105 	 0.157055 	 24.805407 	 735038.290346 	 32952.180415 	 44798.342788 	 0.000000 	 5240.460128 	 2015.027023
6549712.189081 	 27032.723961 	 13103.673965 	 26272.486419 	 6844.047988 	 6126.516061 	 46.967086 	 43.133713 	 16041.895825 	 128.548007 	 123.968544 	 919.501471 	 0.338920 	 0.206973 	 33.047621 	 735248.305789 	 33200.962963 	 45121.485613 	 0.000000 	 5240.460128 	 2015.027023
6548561.837022 	 27213.688657 	 13201.883919 	 26488.628708 	 6827.403384 	 6030.174790 	 45.722036 	 41.435019 	 16026.446931 	 128.303291 	 123.609178 	 916.530772 	 0.418791 	 0.255657 	 41.274690 	 735457.977289 	 33449.706988 	 45444.702876 	 -0.000000 	 5240.460128 	 2015.027023
6547434.594073 	 27394.822399 	 13300.137550 	 26704.812533 	 6810.704848 	 5915.977558 	 44.425867 	 39.776803 	 16006.058831 	 128.000393 	 123.173815 	 913.606164 	 0.496720 	 0.303100 	 49.485446 	 735667.218824 	 33698.413552 	 45767.991526 	 -0.000004 	 5240.460128 	 2015.027023
6546307.631677 	 27576.029646 	 13398.389192 	 26920.944961 	 6793.929855 	 5807.123589 	 43.196362 	 38.201738 	 15980.555132 	 127.641031 	 122.667088 	 910.721120 	 0.572711 	 0.349297 	 57.678567 	 735875.935852 	 33947.083549 	 46091.348634 	 -0.000008 	 5240.460128 	 2015.027023
6545180.999923 	 27757.309199 	 13496.638958 	 27137.026258 	 6777.079883 	 5703.303168 	 42.030002 	 36.705663 	 15950.293870 	 127.229536 	 122.094421 	 907.869467 	 0.646770 	 0.394246 	 65.852764 	 736084.037177 	 34195.717282 	 46414.771415 	 -0.000011 	 5240.460128 	 2015.027023
6544054.745375 	 27938.659886 	 13594.886957 	 27353.056685 	 6760.156373 	 5604.225113 	 40.923453 	 35.284623 	 15915.611123 	 126.769981 	 121.460932 	 905.045538 	 0.718904 	 0.437948 	 74.006825 	 736291.437974 	 34444.315093 	 46738.257218 	 -0.000015 	 5240.460128 	 2015.027023
6542930.115463 	 28120.085738 	 13693.135813 	 27569.041565 	 6743.161964 	 5508.409440 	 39.867161 	 33.932349 	 15876.819320 	 126.266184 	 120.771439 	 902.244145 	 0.789126 	 0.480405 	 82.139608 	 736498.059395 	 34692.877360 	 47061.803526 	 -0.000019 	 5240.460128 	 2015.027023
6541816.769395 	 28301.627436 	 13791.405960 	 27785.021210 	 6726.107811 	 5406.288757 	 38.808579 	 32.625777 	 15833.867265 	 125.719906 	 120.029765 	 899.460396 	 0.857447 	 0.521622 	 90.250005 	 736703.825862 	 34941.404871 	 47385.407938 	 -0.000025 	 5240.460128 	 2015.027023
6540703.898175 	 28483.237636 	 13889.674960 	 28000.949903 	 6708.983973 	 5308.730979 	 37.803683 	 31.384586 	 15786.824652 	 125.133420 	 119.239754 	 896.689418 	 0.923881 	 0.561602 	 98.336862 	 736908.660079 	 35189.898279 	 47709.068160 	 -0.000031 	 5240.460128 	 2015.027023
6539591.540384 	 28664.915284 	 13987.942914 	 28216.827915 	 6691.791745 	 5215.475640 	 36.849631 	 30.205495 	 15735.991822 	 124.510107 	 118.405519 	 893.926696 	 0.988444 	 0.600355 	 106.399077 	 737112.488983 	 35438.357979 	 48032.782009 	 -0.000037 	 5240.460128 	 2015.027023
