uptake 	 ICU_duration
0.5000 	 367.5676
0.5045 	 362.4994
0.5090 	 357.4317
0.5135 	 353.0614
0.5180 	 347.2915
0.5225 	 342.2455
0.5270 	 337.1853
0.5315 	 332.1831
0.5360 	 327.1402
0.5405 	 322.0903
0.5450 	 317.0422
0.5495 	 312.0023
0.5540 	 306.9730
0.5585 	 301.9415
0.5630 	 296.9073
0.5675 	 292.6277
0.5720 	 286.9095
0.5765 	 281.8860
0.5810 	 276.8649
0.5855 	 272.5493
0.5900 	 267.5347
0.5945 	 262.5197
0.5990 	 257.5562
0.6035 	 252.5465
0.6080 	 247.5399
0.6125 	 243.2409
0.6170 	 238.2465
0.6215 	 232.5660
0.6260 	 228.2227
0.6305 	 222.4772
0.6350 	 218.1578
0.6395 	 213.1082
0.6440 	 208.0942
0.6485 	 202.3498
0.6530 	 197.9463
0.6575 	 192.8834
0.6620 	 187.0859
0.6665 	 181.9495
0.6710 	 176.8118
0.6755 	 171.6826
0.6800 	 166.4197
0.6845 	 160.4792
0.6890 	 155.1619
0.6935 	 149.0947
0.6980 	 142.1649
0.7025 	 135.7558
0.7070 	 129.1721
0.7115 	 120.6644
0.7160 	 109.6455
0.7205 	 94.0269
0.7250 	 73.8094
0.7295 	 47.9084
0.7340 	 0.0000
0.7385 	 0.0000
0.7430 	 0.0000
0.7475 	 0.0000
0.7520 	 0.0000
0.7565 	 0.0000
0.7610 	 0.0000
0.7655 	 0.0000
0.7700 	 0.0000
0.7745 	 0.0000
0.7790 	 0.0000
0.7835 	 0.0000
0.7880 	 0.0000
0.7925 	 0.0000
0.7970 	 0.0000
0.8015 	 0.0000
0.8060 	 0.0000
0.8105 	 0.0000
0.8150 	 0.0000
0.8195 	 0.0000
0.8240 	 0.0000
0.8285 	 0.0000
0.8330 	 0.0000
0.8375 	 0.0000
0.8420 	 0.0000
0.8465 	 0.0000
0.8510 	 0.0000
0.8555 	 0.0000
0.8600 	 0.0000
0.8645 	 0.0000
0.8690 	 0.0000
0.8735 	 0.0000
0.8780 	 0.0000
0.8825 	 0.0000
0.8870 	 0.0000
0.8915 	 0.0000
0.8960 	 0.0000
0.9005 	 0.0000
0.9050 	 0.0000
0.9095 	 0.0000
0.9140 	 0.0000
0.9185 	 0.0000
0.9230 	 0.0000
0.9275 	 0.0000
0.9320 	 0.0000
0.9365 	 0.0000
0.9410 	 0.0000
0.9455 	 0.0000
