S0 	 S1 	 S2 	 V1 	 V2 	 E0 	 E1 	 E2 	 I0 	 I1 	 I2 	 ICU0 	 ICU1 	 ICU2 	 D 	 R0 	 R1 	 R2 	 f1 	 f2 (first line is initial values + initially vaccianted)
3034710.394375 	 392837.771435 	 189789.261063 	 383324.855086 	 104249.316964 	 3342.964721 	 865.481473 	 836.269326 	 8184.499835 	 2118.937399 	 2047.418006 	 487.275693 	 0.000000 	 0.000000 	 0.000000 	 374406.655806 	 489770.300186 	 663028.598631 	 2229032.583913 	 1095384.575682
3034710.394375 	 392837.771435 	 189789.261063 	 383324.855086 	 104249.316964 	 3342.964721 	 865.481473 	 836.269326 	 8184.499835 	 2118.937399 	 2047.418006 	 487.275693 	 0.000000 	 0.000000 	 0.000000 	 374406.655806 	 489770.300186 	 663028.598631 	 79063.427570 	 30400.945564
3020501.687945 	 395522.913564 	 191251.646972 	 386567.713511 	 104008.742842 	 3325.485649 	 844.527091 	 803.610835 	 8188.160965 	 2119.396951 	 2047.494043 	 482.835514 	 1.888515 	 1.154012 	 17.848349 	 372822.073028 	 493579.777600 	 667913.042615 	 79063.427570 	 30400.945564
3006294.258752 	 398209.323329 	 192713.965624 	 389809.723597 	 103766.785854 	 3308.442923 	 824.706534 	 772.610405 	 8190.893180 	 2118.838977 	 2045.993683 	 478.545396 	 3.715065 	 2.269782 	 35.676799 	 371236.772928 	 497388.593329 	 672798.883845 	 79063.427570 	 30400.945564
2992088.128062 	 400896.976115 	 194176.218119 	 393050.884902 	 103523.473532 	 3291.795092 	 805.961625 	 743.186081 	 8192.735429 	 2117.338298 	 2043.028168 	 474.399139 	 5.480808 	 3.347707 	 53.484102 	 369650.739097 	 501196.757826 	 677686.065898 	 79063.427570 	 30400.945564
2977883.315658 	 403585.847927 	 195638.405516 	 396291.196856 	 103278.832650 	 3275.504233 	 788.237181 	 715.259954 	 8193.723928 	 2114.965445 	 2038.702580 	 470.390799 	 7.186931 	 4.388232 	 71.269060 	 368063.955723 	 505004.282202 	 682574.535126 	 79063.427570 	 30400.945564
2963678.761436 	 406275.767530 	 197100.457112 	 399530.513513 	 103032.851763 	 3260.758011 	 771.665922 	 688.829578 	 8193.893907 	 2111.787125 	 2033.116251 	 466.514675 	 8.834641 	 5.391845 	 89.030516 	 366476.407533 	 508811.178126 	 687464.240515 	 79063.427570 	 30400.945564
2949455.127967 	 408964.025505 	 198561.071634 	 402766.242150 	 102784.887970 	 3268.856596 	 759.443349 	 665.082270 	 8193.929855 	 2107.965118 	 2026.401284 	 462.765629 	 10.425194 	 6.359080 	 106.767607 	 364888.077687 	 512617.437176 	 692355.133930 	 79063.427570 	 30400.945564
2935232.963205 	 411653.383757 	 200021.601582 	 406001.160731 	 102535.683431 	 3275.997003 	 747.935842 	 642.564861 	 8194.339812 	 2103.632116 	 2018.674795 	 459.139814 	 11.959964 	 7.290530 	 124.480339 	 363298.964366 	 516423.057438 	 697247.170416 	 79063.427570 	 30400.945564
2921012.264764 	 414343.818004 	 201482.046636 	 409235.265729 	 102285.261587 	 3282.231683 	 737.109358 	 621.217686 	 8195.070254 	 2098.832785 	 2010.016204 	 455.633677 	 13.440345 	 8.186822 	 142.168889 	 361709.072872 	 520228.055396 	 702140.307307 	 79063.427570 	 30400.945564
2906793.030758 	 417035.304614 	 202942.406493 	 412468.553609 	 102033.645277 	 3287.610068 	 726.931463 	 600.983972 	 8196.071239 	 2093.609260 	 2000.500478 	 452.243710 	 14.867725 	 9.048604 	 159.833416 	 360118.407477 	 524032.447796 	 707034.504042 	 79063.427570 	 30400.945564
2892573.640632 	 419727.585659 	 204402.566472 	 415700.788533 	 101780.799822 	 3294.025860 	 717.662317 	 581.923763 	 8197.300808 	 2088.002000 	 1990.198640 	 448.966455 	 16.243479 	 9.876544 	 177.474059 	 358526.971439 	 527836.251459 	 711929.722058 	 79063.427570 	 30400.945564
2878341.185102 	 422418.738453 	 205861.601883 	 418930.126644 	 101526.296589 	 3315.771669 	 711.530331 	 564.872026 	 8199.247154 	 2082.132449 	 1979.210363 	 445.798784 	 17.569004 	 10.671335 	 195.091160 	 356934.765567 	 531639.466472 	 716825.925016 	 79063.427570 	 30400.945564
